hostname=node2, be=0, 64-bit, os=Linux, arch=aarch64, fio=fio-3.12, flags=1
<node2> rbd: (g=0): rw=randrw, bs=(R) 8192B-8192B, (W) 8192B-8192B, (T) 8192B-8192B, ioengine=rbd, iodepth=64
<node2> Starting 1 process
Jobs: 1 (f=1)
Jobs: 1 (f=1)
Jobs: 1 (f=1): [m(1)][37.7%][r=6632k,w=2808k][r=829,w=351 IOPS][eta 06m:14s] 
Jobs: 1 (f=1): [m(1)][37.8%][r=8040k,w=3352k][r=1005,w=419 IOPS][eta 06m:13s]
Jobs: 1 (f=1): [m(1)][38.0%][r=6120k,w=2648k][r=765,w=331 IOPS][eta 06m:12s] 
Jobs: 1 (f=1): [m(1)][38.2%][r=7584k,w=3256k][r=948,w=407 IOPS][eta 06m:11s]
Jobs: 1 (f=1): [m(1)][38.3%][r=7504k,w=3352k][r=938,w=419 IOPS][eta 06m:10s]
Jobs: 1 (f=1): [m(1)][38.5%][r=5848k,w=2920k][r=731,w=365 IOPS][eta 06m:09s]
Jobs: 1 (f=1): [m(1)][38.7%][r=7664k,w=3128k][r=958,w=391 IOPS][eta 06m:08s]
Jobs: 1 (f=1): [m(1)][38.8%][r=6616k,w=2752k][r=827,w=344 IOPS][eta 06m:07s]
Jobs: 1 (f=1): [m(1)][39.0%][r=7472k,w=3416k][r=934,w=427 IOPS][eta 06m:06s]
Jobs: 1 (f=1): [m(1)][39.2%][r=8168k,w=3464k][r=1021,w=433 IOPS][eta 06m:05s]
Jobs: 1 (f=1): [m(1)][39.3%][r=7984k,w=3392k][r=998,w=424 IOPS][eta 06m:04s] 
Jobs: 1 (f=1): [m(1)][39.5%][r=6288k,w=2704k][r=786,w=338 IOPS][eta 06m:03s]
Jobs: 1 (f=1): [m(1)][39.7%][r=6712k,w=3120k][r=839,w=390 IOPS][eta 06m:02s]
Jobs: 1 (f=1): [m(1)][39.8%][r=8304k,w=3392k][r=1038,w=424 IOPS][eta 06m:01s]
Jobs: 1 (f=1): [m(1)][40.0%][r=7224k,w=3048k][r=903,w=381 IOPS][eta 06m:00s] 
Jobs: 1 (f=1): [m(1)][40.2%][r=6896k,w=2840k][r=862,w=355 IOPS][eta 05m:59s]
Jobs: 1 (f=1): [m(1)][40.3%][r=7048k,w=3344k][r=881,w=418 IOPS][eta 05m:58s]
Jobs: 1 (f=1): [m(1)][40.5%][r=7864k,w=3248k][r=983,w=406 IOPS][eta 05m:57s]
Jobs: 1 (f=1): [m(1)][40.7%][r=6992k,w=2984k][r=874,w=373 IOPS][eta 05m:56s]
Jobs: 1 (f=1): [m(1)][40.8%][r=6296k,w=2768k][r=787,w=346 IOPS][eta 05m:55s]
Jobs: 1 (f=1): [m(1)][41.0%][r=7680k,w=3480k][r=960,w=435 IOPS][eta 05m:54s]
Jobs: 1 (f=1): [m(1)][41.3%][r=7744k,w=3128k][r=968,w=391 IOPS][eta 05m:53s]
Jobs: 1 (f=1): [m(1)][41.4%][r=7632k,w=3144k][r=954,w=393 IOPS][eta 05m:52s]
Jobs: 1 (f=1): [m(1)][41.6%][r=5720k,w=2552k][r=715,w=319 IOPS][eta 05m:51s]
Jobs: 1 (f=1): [m(1)][41.8%][r=8744k,w=3456k][r=1093,w=432 IOPS][eta 05m:50s]
Jobs: 1 (f=1): [m(1)][41.9%][r=7168k,w=2928k][r=896,w=366 IOPS][eta 05m:49s] 
Jobs: 1 (f=1): [m(1)][42.1%][r=7112k,w=3112k][r=889,w=389 IOPS][eta 05m:48s]
Jobs: 1 (f=1): [m(1)][42.3%][r=7528k,w=3328k][r=941,w=416 IOPS][eta 05m:47s]
Jobs: 1 (f=1): [m(1)][42.4%][r=6792k,w=2552k][r=849,w=319 IOPS][eta 05m:46s]
Jobs: 1 (f=1): [m(1)][42.6%][r=7608k,w=3000k][r=951,w=375 IOPS][eta 05m:45s]
Jobs: 1 (f=1): [m(1)][42.8%][r=6920k,w=2992k][r=865,w=374 IOPS][eta 05m:44s]
Jobs: 1 (f=1): [m(1)][42.9%][r=7024k,w=2992k][r=878,w=374 IOPS][eta 05m:43s]
Jobs: 1 (f=1): [m(1)][43.1%][r=7384k,w=3008k][r=923,w=376 IOPS][eta 05m:42s]
Jobs: 1 (f=1): [m(1)][43.3%][r=6928k,w=3040k][r=866,w=380 IOPS][eta 05m:41s]
Jobs: 1 (f=1): [m(1)][43.4%][r=7368k,w=3176k][r=921,w=397 IOPS][eta 05m:40s]
Jobs: 1 (f=1): [m(1)][43.6%][r=7264k,w=3192k][r=908,w=399 IOPS][eta 05m:39s]
Jobs: 1 (f=1): [m(1)][43.8%][r=7112k,w=3160k][r=889,w=395 IOPS][eta 05m:38s]
Jobs: 1 (f=1): [m(1)][43.9%][r=7248k,w=3112k][r=906,w=389 IOPS][eta 05m:37s]
Jobs: 1 (f=1): [m(1)][44.1%][r=7368k,w=3080k][r=921,w=385 IOPS][eta 05m:36s]
Jobs: 1 (f=1): [m(1)][44.3%][r=7728k,w=3392k][r=966,w=424 IOPS][eta 05m:35s]
Jobs: 1 (f=1): [m(1)][44.4%][r=7368k,w=2984k][r=921,w=373 IOPS][eta 05m:34s]
Jobs: 1 (f=1): [m(1)][44.6%][r=7024k,w=2968k][r=878,w=371 IOPS][eta 05m:33s]
Jobs: 1 (f=1): [m(1)][44.8%][r=6800k,w=2864k][r=850,w=358 IOPS][eta 05m:32s]
Jobs: 1 (f=1): [m(1)][44.9%][r=7728k,w=2992k][r=966,w=374 IOPS][eta 05m:31s]
Jobs: 1 (f=1): [m(1)][45.1%][r=7112k,w=2680k][r=889,w=335 IOPS][eta 05m:30s]
Jobs: 1 (f=1): [m(1)][45.3%][r=7112k,w=3360k][r=889,w=420 IOPS][eta 05m:29s]
Jobs: 1 (f=1): [m(1)][45.4%][r=7488k,w=2848k][r=936,w=356 IOPS][eta 05m:28s]
Jobs: 1 (f=1): [m(1)][45.6%][r=7000k,w=3280k][r=875,w=410 IOPS][eta 05m:27s]
Jobs: 1 (f=1): [m(1)][45.8%][r=6824k,w=2992k][r=853,w=374 IOPS][eta 05m:26s]
Jobs: 1 (f=1): [m(1)][45.9%][r=7568k,w=3024k][r=946,w=378 IOPS][eta 05m:25s]
Jobs: 1 (f=1): [m(1)][46.1%][r=7400k,w=3408k][r=925,w=426 IOPS][eta 05m:24s]
Jobs: 1 (f=1): [m(1)][46.3%][r=6832k,w=2896k][r=854,w=362 IOPS][eta 05m:23s]
Jobs: 1 (f=1): [m(1)][46.4%][r=6600k,w=3008k][r=825,w=376 IOPS][eta 05m:22s]
Jobs: 1 (f=1): [m(1)][46.6%][r=8080k,w=3240k][r=1010,w=405 IOPS][eta 05m:21s]
Jobs: 1 (f=1): [m(1)][46.8%][r=7936k,w=3488k][r=992,w=436 IOPS][eta 05m:20s] 
Jobs: 1 (f=1): [m(1)][46.9%][r=5896k,w=2736k][r=737,w=342 IOPS][eta 05m:19s]
Jobs: 1 (f=1): [m(1)][47.1%][r=7848k,w=3288k][r=981,w=411 IOPS][eta 05m:18s]
Jobs: 1 (f=1): [m(1)][47.3%][r=7856k,w=3456k][r=982,w=432 IOPS][eta 05m:17s]
Jobs: 1 (f=1): [m(1)][47.4%][r=7256k,w=3336k][r=907,w=417 IOPS][eta 05m:16s]
Jobs: 1 (f=1): [m(1)][47.6%][r=6648k,w=2864k][r=831,w=358 IOPS][eta 05m:15s]
Jobs: 1 (f=1): [m(1)][47.8%][r=6288k,w=2720k][r=786,w=340 IOPS][eta 05m:14s]
Jobs: 1 (f=1): [m(1)][47.9%][r=7552k,w=3472k][r=944,w=434 IOPS][eta 05m:13s]
Jobs: 1 (f=1): [m(1)][48.1%][r=6896k,w=3040k][r=862,w=380 IOPS][eta 05m:12s]
Jobs: 1 (f=1): [m(1)][48.3%][r=7224k,w=3040k][r=903,w=380 IOPS][eta 05m:11s]
Jobs: 1 (f=1): [m(1)][48.4%][r=7144k,w=2832k][r=893,w=354 IOPS][eta 05m:10s]
Jobs: 1 (f=1): [m(1)][48.6%][r=7016k,w=3008k][r=877,w=376 IOPS][eta 05m:09s]
Jobs: 1 (f=1): [m(1)][48.8%][r=7808k,w=3360k][r=976,w=420 IOPS][eta 05m:08s]
Jobs: 1 (f=1): [m(1)][48.9%][r=6896k,w=2648k][r=862,w=331 IOPS][eta 05m:07s]
Jobs: 1 (f=1): [m(1)][49.1%][r=7560k,w=3040k][r=945,w=380 IOPS][eta 05m:06s]
Jobs: 1 (f=1): [m(1)][49.3%][r=8392k,w=3344k][r=1049,w=418 IOPS][eta 05m:05s]
Jobs: 1 (f=1): [m(1)][49.4%][r=6664k,w=3080k][r=833,w=385 IOPS][eta 05m:04s] 
Jobs: 1 (f=1): [m(1)][49.6%][r=6144k,w=2808k][r=768,w=351 IOPS][eta 05m:03s]
Jobs: 1 (f=1): [m(1)][49.8%][r=6840k,w=2968k][r=855,w=371 IOPS][eta 05m:02s]
Jobs: 1 (f=1): [m(1)][49.9%][r=6576k,w=3320k][r=822,w=415 IOPS][eta 05m:01s]
Jobs: 1 (f=1): [m(1)][50.1%][r=6880k,w=3120k][r=860,w=390 IOPS][eta 05m:00s]
Jobs: 1 (f=1): [m(1)][50.2%][r=7080k,w=2928k][r=885,w=366 IOPS][eta 04m:59s]
Jobs: 1 (f=1): [m(1)][50.4%][r=7272k,w=3080k][r=909,w=385 IOPS][eta 04m:58s]
Jobs: 1 (f=1): [m(1)][50.6%][r=7264k,w=3032k][r=908,w=379 IOPS][eta 04m:57s]
Jobs: 1 (f=1): [m(1)][50.7%][r=6800k,w=2976k][r=850,w=372 IOPS][eta 04m:56s]
Jobs: 1 (f=1): [m(1)][50.9%][r=7568k,w=3440k][r=946,w=430 IOPS][eta 04m:55s]
Jobs: 1 (f=1): [m(1)][51.1%][r=7104k,w=3056k][r=888,w=382 IOPS][eta 04m:54s]
Jobs: 1 (f=1): [m(1)][51.2%][r=6944k,w=2944k][r=868,w=368 IOPS][eta 04m:53s]
Jobs: 1 (f=1): [m(1)][51.4%][r=7592k,w=3240k][r=949,w=405 IOPS][eta 04m:52s]
Jobs: 1 (f=1): [m(1)][51.6%][r=6216k,w=2888k][r=777,w=361 IOPS][eta 04m:51s]
Jobs: 1 (f=1): [m(1)][51.7%][r=7296k,w=3224k][r=912,w=403 IOPS][eta 04m:50s]
Jobs: 1 (f=1): [m(1)][51.9%][r=7968k,w=3360k][r=996,w=420 IOPS][eta 04m:49s]
Jobs: 1 (f=1): [m(1)][52.1%][r=6400k,w=2608k][r=800,w=326 IOPS][eta 04m:48s]
Jobs: 1 (f=1): [m(1)][52.2%][r=6656k,w=3080k][r=832,w=385 IOPS][eta 04m:47s]
Jobs: 1 (f=1): [m(1)][52.4%][r=7168k,w=3200k][r=896,w=400 IOPS][eta 04m:46s]
Jobs: 1 (f=1): [m(1)][52.6%][r=6808k,w=3232k][r=851,w=404 IOPS][eta 04m:45s]
Jobs: 1 (f=1): [m(1)][52.7%][r=6456k,w=2976k][r=807,w=372 IOPS][eta 04m:44s]
Jobs: 1 (f=1): [m(1)][52.9%][r=7152k,w=3088k][r=894,w=386 IOPS][eta 04m:43s]
Jobs: 1 (f=1): [m(1)][53.1%][r=6920k,w=3168k][r=865,w=396 IOPS][eta 04m:42s]
Jobs: 1 (f=1): [m(1)][53.2%][r=7008k,w=2736k][r=876,w=342 IOPS][eta 04m:41s]
Jobs: 1 (f=1): [m(1)][53.4%][r=7832k,w=3256k][r=979,w=407 IOPS][eta 04m:40s]
Jobs: 1 (f=1): [m(1)][53.6%][r=7808k,w=3400k][r=976,w=425 IOPS][eta 04m:39s]
Jobs: 1 (f=1): [m(1)][53.7%][r=6736k,w=2600k][r=842,w=325 IOPS][eta 04m:38s]
Jobs: 1 (f=1): [m(1)][53.9%][r=7840k,w=2952k][r=980,w=369 IOPS][eta 04m:37s]
Jobs: 1 (f=1): [m(1)][54.1%][r=7992k,w=3344k][r=999,w=418 IOPS][eta 04m:36s]
Jobs: 1 (f=1): [m(1)][54.2%][r=6792k,w=3216k][r=849,w=402 IOPS][eta 04m:35s]
Jobs: 1 (f=1): [m(1)][54.4%][r=7448k,w=2984k][r=931,w=373 IOPS][eta 04m:34s]
Jobs: 1 (f=1): [m(1)][54.6%][r=7176k,w=3064k][r=897,w=383 IOPS][eta 04m:33s]
Jobs: 1 (f=1): [m(1)][54.7%][r=8160k,w=3456k][r=1020,w=432 IOPS][eta 04m:32s]
Jobs: 1 (f=1): [m(1)][54.9%][r=7136k,w=3224k][r=892,w=403 IOPS][eta 04m:31s] 
Jobs: 1 (f=1): [m(1)][55.1%][r=6640k,w=2984k][r=830,w=373 IOPS][eta 04m:30s]
Jobs: 1 (f=1): [m(1)][55.2%][r=6528k,w=2648k][r=816,w=331 IOPS][eta 04m:29s]
Jobs: 1 (f=1): [m(1)][55.4%][r=7656k,w=3104k][r=957,w=388 IOPS][eta 04m:28s]
Jobs: 1 (f=1): [m(1)][55.6%][r=6304k,w=2392k][r=788,w=299 IOPS][eta 04m:27s]
Jobs: 1 (f=1): [m(1)][55.7%][r=6616k,w=2656k][r=827,w=332 IOPS][eta 04m:26s]
Jobs: 1 (f=1): [m(1)][55.9%][r=6408k,w=3064k][r=801,w=383 IOPS][eta 04m:25s]
Jobs: 1 (f=1): [m(1)][56.1%][r=7304k,w=2864k][r=913,w=358 IOPS][eta 04m:24s]
Jobs: 1 (f=1): [m(1)][56.2%][r=6528k,w=2968k][r=816,w=371 IOPS][eta 04m:23s]
Jobs: 1 (f=1): [m(1)][56.4%][r=7768k,w=3232k][r=971,w=404 IOPS][eta 04m:22s]
Jobs: 1 (f=1): [m(1)][56.6%][r=6568k,w=2696k][r=821,w=337 IOPS][eta 04m:21s]
Jobs: 1 (f=1): [m(1)][56.7%][r=6512k,w=3064k][r=814,w=383 IOPS][eta 04m:20s]
Jobs: 1 (f=1): [m(1)][56.9%][r=6872k,w=3208k][r=859,w=401 IOPS][eta 04m:19s]
Jobs: 1 (f=1): [m(1)][57.1%][r=5912k,w=2464k][r=739,w=308 IOPS][eta 04m:18s]
Jobs: 1 (f=1): [m(1)][57.2%][r=7632k,w=2968k][r=954,w=371 IOPS][eta 04m:17s]
Jobs: 1 (f=1): [m(1)][57.4%][r=6040k,w=2360k][r=755,w=295 IOPS][eta 04m:16s]
Jobs: 1 (f=1): [m(1)][57.6%][r=8304k,w=3784k][r=1038,w=473 IOPS][eta 04m:15s]
Jobs: 1 (f=1): [m(1)][57.7%][r=6088k,w=2472k][r=761,w=309 IOPS][eta 04m:14s] 
Jobs: 1 (f=1): [m(1)][57.9%][r=7680k,w=3176k][r=960,w=397 IOPS][eta 04m:13s]
Jobs: 1 (f=1): [m(1)][58.1%][r=8208k,w=3680k][r=1026,w=460 IOPS][eta 04m:12s]
Jobs: 1 (f=1): [m(1)][58.2%][r=6600k,w=2832k][r=825,w=354 IOPS][eta 04m:11s] 
Jobs: 1 (f=1): [m(1)][58.4%][r=6760k,w=3048k][r=845,w=381 IOPS][eta 04m:10s]
Jobs: 1 (f=1): [m(1)][58.6%][r=6344k,w=2960k][r=793,w=370 IOPS][eta 04m:09s]
Jobs: 1 (f=1): [m(1)][58.7%][r=8128k,w=3392k][r=1016,w=424 IOPS][eta 04m:08s]
Jobs: 1 (f=1): [m(1)][58.9%][r=6344k,w=2992k][r=793,w=374 IOPS][eta 04m:07s] 
Jobs: 1 (f=1): [m(1)][59.1%][r=7704k,w=3152k][r=963,w=394 IOPS][eta 04m:06s]
Jobs: 1 (f=1): [m(1)][59.2%][r=6624k,w=2632k][r=828,w=329 IOPS][eta 04m:05s]
Jobs: 1 (f=1): [m(1)][59.4%][r=7568k,w=3296k][r=946,w=412 IOPS][eta 04m:04s]
Jobs: 1 (f=1): [m(1)][59.6%][r=6824k,w=2792k][r=853,w=349 IOPS][eta 04m:03s]
Jobs: 1 (f=1): [m(1)][59.7%][r=6344k,w=3040k][r=793,w=380 IOPS][eta 04m:02s]
Jobs: 1 (f=1): [m(1)][59.9%][r=7784k,w=3088k][r=973,w=386 IOPS][eta 04m:01s]
Jobs: 1 (f=1): [m(1)][60.1%][r=6504k,w=2648k][r=813,w=331 IOPS][eta 04m:00s]
Jobs: 1 (f=1): [m(1)][60.2%][r=7264k,w=3424k][r=908,w=428 IOPS][eta 03m:59s]
Jobs: 1 (f=1): [m(1)][60.4%][r=7296k,w=2864k][r=912,w=358 IOPS][eta 03m:58s]
Jobs: 1 (f=1): [m(1)][60.6%][r=7448k,w=2976k][r=931,w=372 IOPS][eta 03m:57s]
Jobs: 1 (f=1): [m(1)][60.7%][r=7728k,w=3424k][r=966,w=428 IOPS][eta 03m:56s]
Jobs: 1 (f=1): [m(1)][60.9%][r=6624k,w=2936k][r=828,w=367 IOPS][eta 03m:55s]
Jobs: 1 (f=1): [m(1)][61.1%][r=6736k,w=2888k][r=842,w=361 IOPS][eta 03m:54s]
Jobs: 1 (f=1): [m(1)][61.2%][r=7304k,w=3272k][r=913,w=409 IOPS][eta 03m:53s]
Jobs: 1 (f=1): [m(1)][61.4%][r=8144k,w=3424k][r=1018,w=428 IOPS][eta 03m:52s]
Jobs: 1 (f=1): [m(1)][61.6%][r=6048k,w=2888k][r=756,w=361 IOPS][eta 03m:51s] 
Jobs: 1 (f=1): [m(1)][61.7%][r=6624k,w=3136k][r=828,w=392 IOPS][eta 03m:50s]
Jobs: 1 (f=1): [m(1)][61.9%][r=6888k,w=2928k][r=861,w=366 IOPS][eta 03m:49s]
Jobs: 1 (f=1): [m(1)][62.1%][r=7280k,w=3348k][r=910,w=418 IOPS][eta 03m:48s]
Jobs: 1 (f=1): [m(1)][62.2%][r=6832k,w=2736k][r=854,w=342 IOPS][eta 03m:47s]
Jobs: 1 (f=1): [m(1)][62.4%][r=7288k,w=3416k][r=911,w=427 IOPS][eta 03m:46s]
Jobs: 1 (f=1): [m(1)][62.6%][r=6544k,w=2792k][r=818,w=349 IOPS][eta 03m:45s]
Jobs: 1 (f=1): [m(1)][62.7%][r=6856k,w=3184k][r=857,w=398 IOPS][eta 03m:44s]
Jobs: 1 (f=1): [m(1)][62.9%][r=6920k,w=2904k][r=865,w=363 IOPS][eta 03m:43s]
Jobs: 1 (f=1): [m(1)][63.1%][r=7208k,w=3200k][r=901,w=400 IOPS][eta 03m:42s]
Jobs: 1 (f=1): [m(1)][63.2%][r=6896k,w=3184k][r=862,w=398 IOPS][eta 03m:41s]
Jobs: 1 (f=1): [m(1)][63.4%][r=7896k,w=3160k][r=987,w=395 IOPS][eta 03m:40s]
Jobs: 1 (f=1): [m(1)][63.6%][r=7936k,w=3600k][r=992,w=450 IOPS][eta 03m:39s]
Jobs: 1 (f=1): [m(1)][63.7%][r=6008k,w=2824k][r=751,w=353 IOPS][eta 03m:38s]
Jobs: 1 (f=1): [m(1)][63.9%][r=7184k,w=2984k][r=898,w=373 IOPS][eta 03m:37s]
Jobs: 1 (f=1): [m(1)][64.1%][r=6592k,w=3216k][r=824,w=402 IOPS][eta 03m:36s]
Jobs: 1 (f=1): [m(1)][64.2%][r=7528k,w=3088k][r=941,w=386 IOPS][eta 03m:35s]
Jobs: 1 (f=1): [m(1)][64.4%][r=6624k,w=3000k][r=828,w=375 IOPS][eta 03m:34s]
Jobs: 1 (f=1): [m(1)][64.6%][r=7744k,w=3528k][r=968,w=441 IOPS][eta 03m:33s]
Jobs: 1 (f=1): [m(1)][64.7%][r=7448k,w=3108k][r=931,w=388 IOPS][eta 03m:32s]
Jobs: 1 (f=1): [m(1)][64.9%][r=6424k,w=2928k][r=803,w=366 IOPS][eta 03m:31s]
Jobs: 1 (f=1): [m(1)][65.1%][r=7336k,w=3016k][r=917,w=377 IOPS][eta 03m:30s]
Jobs: 1 (f=1): [m(1)][65.2%][r=6552k,w=2848k][r=819,w=356 IOPS][eta 03m:29s]
Jobs: 1 (f=1): [m(1)][65.4%][r=6976k,w=2960k][r=872,w=370 IOPS][eta 03m:28s]
Jobs: 1 (f=1): [m(1)][65.6%][r=8200k,w=3096k][r=1025,w=387 IOPS][eta 03m:27s]
Jobs: 1 (f=1): [m(1)][65.7%][r=6272k,w=2808k][r=784,w=351 IOPS][eta 03m:26s] 
Jobs: 1 (f=1): [m(1)][65.9%][r=8056k,w=3424k][r=1007,w=428 IOPS][eta 03m:25s]
Jobs: 1 (f=1): [m(1)][66.1%][r=7032k,w=3152k][r=879,w=394 IOPS][eta 03m:24s] 
Jobs: 1 (f=1): [m(1)][66.2%][r=7328k,w=3240k][r=916,w=405 IOPS][eta 03m:23s]
Jobs: 1 (f=1): [m(1)][66.4%][r=7832k,w=3008k][r=979,w=376 IOPS][eta 03m:22s]
Jobs: 1 (f=1): [m(1)][66.6%][r=7048k,w=3080k][r=881,w=385 IOPS][eta 03m:21s]
Jobs: 1 (f=1): [m(1)][66.7%][r=6376k,w=3200k][r=797,w=400 IOPS][eta 03m:20s]
Jobs: 1 (f=1): [m(1)][66.9%][r=6720k,w=2584k][r=840,w=323 IOPS][eta 03m:19s]
Jobs: 1 (f=1): [m(1)][67.1%][r=7152k,w=3168k][r=894,w=396 IOPS][eta 03m:18s]
Jobs: 1 (f=1): [m(1)][67.2%][r=6600k,w=2576k][r=825,w=322 IOPS][eta 03m:17s]
Jobs: 1 (f=1): [m(1)][67.4%][r=6664k,w=2776k][r=833,w=347 IOPS][eta 03m:16s]
Jobs: 1 (f=1): [m(1)][67.6%][r=7520k,w=3312k][r=940,w=414 IOPS][eta 03m:15s]
Jobs: 1 (f=1): [m(1)][67.7%][r=7336k,w=2992k][r=917,w=374 IOPS][eta 03m:14s]
Jobs: 1 (f=1): [m(1)][67.9%][r=6688k,w=2944k][r=836,w=368 IOPS][eta 03m:13s]
Jobs: 1 (f=1): [m(1)][68.1%][r=6664k,w=3296k][r=833,w=412 IOPS][eta 03m:12s]
Jobs: 1 (f=1): [m(1)][68.2%][r=6712k,w=2768k][r=839,w=346 IOPS][eta 03m:11s]
Jobs: 1 (f=1): [m(1)][68.4%][r=7520k,w=3272k][r=940,w=409 IOPS][eta 03m:10s]
Jobs: 1 (f=1): [m(1)][68.6%][r=7336k,w=3304k][r=917,w=413 IOPS][eta 03m:09s]
Jobs: 1 (f=1): [m(1)][68.7%][r=7168k,w=2968k][r=896,w=371 IOPS][eta 03m:08s]
Jobs: 1 (f=1): [m(1)][68.9%][r=7696k,w=3080k][r=962,w=385 IOPS][eta 03m:07s]
Jobs: 1 (f=1): [m(1)][69.1%][r=7152k,w=3096k][r=894,w=387 IOPS][eta 03m:06s]
Jobs: 1 (f=1): [m(1)][69.2%][r=6408k,w=3304k][r=801,w=413 IOPS][eta 03m:05s]
Jobs: 1 (f=1): [m(1)][69.4%][r=7160k,w=3320k][r=895,w=415 IOPS][eta 03m:04s]
Jobs: 1 (f=1): [m(1)][69.6%][r=6696k,w=3048k][r=837,w=381 IOPS][eta 03m:03s]
Jobs: 1 (f=1): [m(1)][69.7%][r=6440k,w=3008k][r=805,w=376 IOPS][eta 03m:02s]
Jobs: 1 (f=1): [m(1)][69.9%][r=7104k,w=3008k][r=888,w=376 IOPS][eta 03m:01s]
Jobs: 1 (f=1): [m(1)][70.0%][r=7200k,w=2792k][r=900,w=349 IOPS][eta 03m:00s]
Jobs: 1 (f=1): [m(1)][70.2%][r=8072k,w=3136k][r=1009,w=392 IOPS][eta 02m:59s]
Jobs: 1 (f=1): [m(1)][70.4%][r=6992k,w=2648k][r=874,w=331 IOPS][eta 02m:58s] 
Jobs: 1 (f=1): [m(1)][70.5%][r=7280k,w=3424k][r=910,w=428 IOPS][eta 02m:57s]
Jobs: 1 (f=1): [m(1)][70.7%][r=7408k,w=3048k][r=926,w=381 IOPS][eta 02m:56s]
Jobs: 1 (f=1): [m(1)][70.9%][r=7024k,w=3360k][r=878,w=420 IOPS][eta 02m:55s]
Jobs: 1 (f=1): [m(1)][71.0%][r=7152k,w=2776k][r=894,w=347 IOPS][eta 02m:54s]
Jobs: 1 (f=1): [m(1)][71.2%][r=7240k,w=2973k][r=905,w=371 IOPS][eta 02m:53s]
Jobs: 1 (f=1): [m(1)][71.4%][r=6968k,w=3024k][r=871,w=378 IOPS][eta 02m:52s]
Jobs: 1 (f=1): [m(1)][71.5%][r=6888k,w=2920k][r=861,w=365 IOPS][eta 02m:51s]
Jobs: 1 (f=1): [m(1)][71.7%][r=7512k,w=3184k][r=939,w=398 IOPS][eta 02m:50s]
Jobs: 1 (f=1): [m(1)][71.9%][r=7464k,w=2880k][r=933,w=360 IOPS][eta 02m:49s]
Jobs: 1 (f=1): [m(1)][72.0%][r=8080k,w=3224k][r=1010,w=403 IOPS][eta 02m:48s]
Jobs: 1 (f=1): [m(1)][72.2%][r=7792k,w=3136k][r=974,w=392 IOPS][eta 02m:47s] 
Jobs: 1 (f=1): [m(1)][72.4%][r=6728k,w=2792k][r=841,w=349 IOPS][eta 02m:46s]
Jobs: 1 (f=1): [m(1)][72.5%][r=8280k,w=3288k][r=1035,w=411 IOPS][eta 02m:45s]
Jobs: 1 (f=1): [m(1)][72.7%][r=7248k,w=3064k][r=906,w=383 IOPS][eta 02m:44s] 
Jobs: 1 (f=1): [m(1)][72.9%][r=6152k,w=2848k][r=769,w=356 IOPS][eta 02m:43s]
Jobs: 1 (f=1): [m(1)][73.0%][r=7384k,w=3008k][r=923,w=376 IOPS][eta 02m:42s]
Jobs: 1 (f=1): [m(1)][73.2%][r=7120k,w=2824k][r=890,w=353 IOPS][eta 02m:41s]
Jobs: 1 (f=1): [m(1)][73.4%][r=6344k,w=3024k][r=793,w=378 IOPS][eta 02m:40s]
Jobs: 1 (f=1): [m(1)][73.5%][r=7344k,w=3328k][r=918,w=416 IOPS][eta 02m:39s]
Jobs: 1 (f=1): [m(1)][73.7%][r=7104k,w=3080k][r=888,w=385 IOPS][eta 02m:38s]
Jobs: 1 (f=1): [m(1)][73.9%][r=6448k,w=2896k][r=806,w=362 IOPS][eta 02m:37s]
Jobs: 1 (f=1): [m(1)][74.0%][r=6600k,w=2984k][r=825,w=373 IOPS][eta 02m:36s]
Jobs: 1 (f=1): [m(1)][74.2%][r=7872k,w=3184k][r=984,w=398 IOPS][eta 02m:35s]
Jobs: 1 (f=1): [m(1)][74.4%][r=6136k,w=2416k][r=767,w=302 IOPS][eta 02m:34s]
Jobs: 1 (f=1): [m(1)][74.5%][r=7632k,w=3264k][r=954,w=408 IOPS][eta 02m:33s]
Jobs: 1 (f=1): [m(1)][74.7%][r=5240k,w=2568k][r=655,w=321 IOPS][eta 02m:32s]
Jobs: 1 (f=1): [m(1)][74.9%][r=6640k,w=3032k][r=830,w=379 IOPS][eta 02m:31s]
Jobs: 1 (f=1): [m(1)][75.0%][r=6160k,w=2320k][r=770,w=290 IOPS][eta 02m:30s]
Jobs: 1 (f=1): [m(1)][75.2%][r=7488k,w=3008k][r=936,w=376 IOPS][eta 02m:29s]
Jobs: 1 (f=1): [m(1)][75.4%][r=7144k,w=3096k][r=893,w=387 IOPS][eta 02m:28s]
Jobs: 1 (f=1): [m(1)][75.5%][r=5800k,w=2280k][r=725,w=285 IOPS][eta 02m:27s]
Jobs: 1 (f=1): [m(1)][75.7%][r=7112k,w=3056k][r=889,w=382 IOPS][eta 02m:26s]
Jobs: 1 (f=1): [m(1)][75.9%][r=4592k,w=2016k][r=574,w=252 IOPS][eta 02m:25s]
Jobs: 1 (f=1): [m(1)][76.0%][r=7064k,w=2952k][r=883,w=369 IOPS][eta 02m:24s]
Jobs: 1 (f=1): [m(1)][76.2%][r=6360k,w=2792k][r=795,w=349 IOPS][eta 02m:23s]
Jobs: 1 (f=1): [m(1)][76.4%][r=7216k,w=3024k][r=902,w=378 IOPS][eta 02m:22s]
Jobs: 1 (f=1): [m(1)][76.5%][r=6480k,w=2408k][r=810,w=301 IOPS][eta 02m:21s]
